"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"CORALVILLE DAM","IA00012","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CORALVILLE DAM","IA00012","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"AQUILLA LAKE","TX08004","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"AQUILLA LAKE","TX08004","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CACHE CREEK","CA00911","24h",29,0.905,"homogeneous","GEV",0.113,TRUE,"auto",NA,"GNO",0.606,0.493,TRUE,450.1,266.8,664.6,88.4,FALSE
"CACHE CREEK","CA00911","72h",28,-0.719,"homogeneous","GNO",0.312,TRUE,"auto",NA,"GEV",0.714,0.402,TRUE,887.7,527.1,1402.8,98.6,FALSE
"CAMANCHE MAIN","CA00173","24h",50,0.471,"homogeneous","GEV",0.07,TRUE,"auto",NA,"GNO",1.239,1.169,FALSE,404.5,231.6,596.1,90.1,FALSE
"CAMANCHE MAIN","CA00173","72h",48,0.57,"homogeneous","GEV",0.032,TRUE,"auto",NA,"GNO",1.215,1.183,FALSE,738.9,411.2,1096.3,92.7,FALSE
"COWANS FORD","NC00132","24h",41,0.689,"homogeneous","GEV",0.335,TRUE,"auto",NA,"GNO",0.965,0.63,FALSE,441,243.9,640.7,90,FALSE
"COWANS FORD","NC00132","72h",42,1.004,"acceptably homogeneous (H1 in [1,2))","GLO",0.381,TRUE,"auto",NA,"GEV",2.874,2.493,FALSE,916.1,343.2,916.1,62.5,FALSE
"SUMMERSVILLE DAM","WV06702","24h",48,0.869,"homogeneous","GLO",0.087,TRUE,"auto",NA,"GEV",3.797,3.71,FALSE,325.3,135.1,325.4,58.5,FALSE
"SUMMERSVILLE DAM","WV06702","72h",47,-0.93,"homogeneous","GLO",1.772,FALSE,"auto",NA,"GEV",2.568,0.796,TRUE,378.7,162.3,378.8,57.1,TRUE
"ENGLEWOOD DAM","OH00431","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ENGLEWOOD DAM","OH00431","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CLEARWATER DAM","MO30203","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CLEARWATER DAM","MO30203","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PAYETTE LAKE","ID00244","24h",53,0.783,"homogeneous","GEV",1.475,TRUE,"auto",NA,"GNO",2.417,0.942,FALSE,135.7,82.9,197.1,84.1,FALSE
"PAYETTE LAKE","ID00244","72h",50,0.721,"homogeneous","GEV",1.148,TRUE,"auto",NA,"GNO",2.08,0.932,FALSE,209.4,128,304.3,84.2,FALSE
"BENBROOK LAKE","TX00003","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BENBROOK LAKE","TX00003","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MOUNT MORRIS DAM","NY00468","24h",9,-0.586,"homogeneous","GLO",1.508,TRUE,"auto",NA,"GEV",3.008,1.5,FALSE,294.7,122.7,294.7,58.4,FALSE
"MOUNT MORRIS DAM","NY00468","72h",9,-1.674,"homogeneous","GLO",1.365,TRUE,"auto",NA,"GEV",2.572,1.207,FALSE,463.3,180.4,463.3,61.1,FALSE
"ICE HARBOR LOCK AND DAM","WA00347","24h",46,0.516,"homogeneous","GLO",1.303,TRUE,"auto",NA,"GEV",2.593,1.29,FALSE,202.7,81.5,202.7,59.8,FALSE
"ICE HARBOR LOCK AND DAM","WA00347","72h",46,0.66,"homogeneous","GEV",2.039,FALSE,"auto",NA,"GLO",2.36,0.321,TRUE,169.8,104.1,247.3,84.3,TRUE
"JIM WOODRUFF DAM","FL00435","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JIM WOODRUFF DAM","FL00435","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"FONTENELLE","WY01389","24h",37,0.537,"homogeneous","GEV",1.404,TRUE,"auto",NA,"GNO",2.303,0.899,FALSE,108.8,63.4,160.2,89,FALSE
"FONTENELLE","WY01389","72h",38,0.776,"homogeneous","GLO",1.277,TRUE,"auto",NA,"GEV",2.5,1.223,FALSE,209,84.7,209,59.5,FALSE
"UTE DAM","NM00293","24h",44,0.454,"homogeneous","GEV",0.213,TRUE,"auto",NA,"GNO",1.368,1.155,FALSE,266.9,147.3,394.5,92.6,FALSE
"UTE DAM","NM00293","72h",46,-0.763,"homogeneous","GEV",0.724,TRUE,"auto",NA,"GNO",2.089,1.365,FALSE,372.4,199.6,546.5,93.2,FALSE
"YALE","WA00148","24h",46,0.573,"homogeneous","GEV",1.693,FALSE,"auto",NA,"GLO",1.925,0.232,TRUE,339.6,200.1,498.7,87.9,TRUE
"YALE","WA00148","72h",48,0.806,"homogeneous","GLO",1.636,TRUE,"auto",NA,"GEV",2.723,1.087,FALSE,706.6,303.1,706.6,57.1,FALSE
"YALE SADDLE DAM","WA00135","24h",48,0.541,"homogeneous","GEV",1.712,FALSE,"auto",NA,"GLO",2.171,0.459,TRUE,354.4,210.5,521.5,87.8,TRUE
"YALE SADDLE DAM","WA00135","72h",49,0.198,"homogeneous","GLO",0.646,TRUE,"auto",NA,"GEV",3.447,2.801,FALSE,774.8,323.3,774.8,58.3,FALSE
"WEBSTER","KS00025","24h",43,0.265,"homogeneous","GEV",0.693,TRUE,"auto",NA,"GNO",2.076,1.383,FALSE,313.3,173.7,460,91.4,FALSE
"WEBSTER","KS00025","72h",43,0.186,"homogeneous","GEV",0.716,TRUE,"auto",NA,"GNO",1.43,0.714,FALSE,269.5,164,399.4,87.3,FALSE
"NOXON RAPIDS","MT00223","24h",46,0.633,"homogeneous","GLO",1.227,TRUE,"auto",NA,"GEV",2.804,1.577,FALSE,222.3,93.6,222.3,57.9,FALSE
"NOXON RAPIDS","MT00223","72h",44,0.971,"homogeneous","GEV",2.019,FALSE,"auto",NA,"GNO",2.583,0.564,TRUE,213.5,134.6,311.7,83,TRUE
"FAIRFIELD DAM B (MAIN DAM)","SC83025","24h",18,0.142,"homogeneous","GEV",0.524,TRUE,"auto",NA,"GNO",1.378,0.854,FALSE,491.4,273.8,716.2,90,FALSE
"FAIRFIELD DAM B (MAIN DAM)","SC83025","72h",19,0.412,"homogeneous","GLO",0.45,TRUE,"auto",NA,"GEV",1.662,1.212,FALSE,924.8,354.1,924.8,61.7,FALSE
"MCPHEE","CO02707","24h",40,0.537,"homogeneous","GEV",1.291,TRUE,"auto",NA,"GNO",2.09,0.799,FALSE,119.7,71.3,176.6,87.9,FALSE
"MCPHEE","CO02707","72h",41,0.725,"homogeneous","GLO",1.78,FALSE,"auto",NA,"GEV",2.675,0.895,TRUE,202.4,84.9,202.4,58,TRUE
"TWITCHELL","CA10197","24h",11,0.028,"homogeneous","GNO",0.194,TRUE,"auto",NA,"GEV",0.788,0.594,FALSE,289.6,166.4,463.7,102.6,FALSE
"TWITCHELL","CA10197","72h",11,0.069,"homogeneous","GNO",0.368,TRUE,"auto",NA,"PE3",1.045,0.677,FALSE,463,269.7,777.4,109.6,FALSE
"GARRISON DAM SNAKE CREEK EMBANKMENT","ND00145","24h",28,0.195,"homogeneous","GLO",1.193,TRUE,"auto",NA,"GEV",2.063,0.87,FALSE,348.9,134.6,348.9,61.4,FALSE
"GARRISON DAM SNAKE CREEK EMBANKMENT","ND00145","72h",29,1.023,"acceptably homogeneous (H1 in [1,2))","GLO",1.886,FALSE,"auto",NA,"GEV",2.289,0.403,TRUE,340.1,140.1,340.1,58.8,TRUE
"ROBERT C BYRD L & D","WV05302","24h",15,0.878,"homogeneous","GLO",0.614,TRUE,"auto",NA,"GEV",1.828,1.214,FALSE,303.5,128.1,303.5,57.8,FALSE
"ROBERT C BYRD L & D","WV05302","72h",15,0.083,"homogeneous","GLO",0.938,TRUE,"auto",NA,"GEV",1.593,0.655,FALSE,387.6,164.2,387.6,57.6,FALSE
"EMIGRANT","OR00581","24h",45,0.805,"homogeneous","GEV",0.784,TRUE,"auto",NA,"GNO",1.723,0.939,FALSE,236.1,136.4,347.8,89.6,FALSE
"EMIGRANT","OR00581","72h",40,0.763,"homogeneous","GEV",0.878,TRUE,"auto",NA,"GNO",1.236,0.358,TRUE,323.9,203.3,480,85.4,FALSE
"ROCKY REACH","WA00086","24h",51,0.954,"homogeneous","GEV",1.305,TRUE,"auto",NA,"GNO",2.176,0.871,FALSE,296.6,174.3,437.6,88.7,FALSE
"ROCKY REACH","WA00086","72h",51,0.432,"homogeneous","GEV",2.1,FALSE,"auto",NA,"GLO",2.353,0.253,TRUE,415.9,253.8,612.9,86.4,TRUE
"OHIO RIVER LOCKS & DAM 53","KY03042","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"OHIO RIVER LOCKS & DAM 53","KY03042","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"TAYLORSVILLE DAM","OH00427","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TAYLORSVILLE DAM","OH00427","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CANTON LAKE","OK10316","24h",24,-0.532,"homogeneous","GEV",0.175,TRUE,"auto",NA,"GNO",0.808,0.633,FALSE,263.7,157.7,392.2,88.9,FALSE
"CANTON LAKE","OK10316","72h",24,-1.501,"homogeneous","GLO",1.792,FALSE,"auto",NA,"GEV",2.134,0.342,TRUE,438.4,180.7,438.4,58.8,TRUE
"JAMESTOWN DAM","ND00151","24h",7,-0.494,"homogeneous","PE3",0.365,TRUE,"auto",NA,"GNO",0.653,0.288,TRUE,198.6,133.6,346.9,107.4,FALSE
"JAMESTOWN DAM","ND00151","72h",7,0.231,"homogeneous","GEV",0.302,TRUE,"auto",NA,"GNO",0.712,0.41,TRUE,255.9,149.1,379.9,90.2,FALSE
"CABALLO","NM00131","24h",39,-0.199,"homogeneous","GEV",0.127,TRUE,"auto",NA,"GNO",0.592,0.465,TRUE,155.3,91,232.5,91.1,FALSE
"CABALLO","NM00131","72h",36,0.647,"homogeneous","GEV",0.847,TRUE,"auto",NA,"GNO",1.157,0.31,TRUE,170.1,105,255.3,88.4,FALSE
"TAT MOMOLIKOT","AZ10008","24h",46,0.342,"homogeneous","GLO",1.193,TRUE,"auto",NA,"GEV",2.707,1.514,FALSE,284.2,111.7,284.2,60.7,FALSE
"TAT MOMOLIKOT","AZ10008","72h",47,-1.293,"homogeneous","GLO",0.505,TRUE,"auto",NA,"GEV",2.971,2.466,FALSE,410.1,155.8,410.1,62,FALSE
"O' SHAUGHNESSY","CA00123","24h",44,0.766,"homogeneous","GEV",0.644,TRUE,"auto",NA,"GNO",1.689,1.045,FALSE,346.7,196.3,511.7,90.9,FALSE
"O' SHAUGHNESSY","CA00123","72h",42,0.696,"homogeneous","GEV",0.18,TRUE,"auto",NA,"GNO",1.02,0.84,FALSE,656,355.1,971.4,93.9,FALSE
"BOR JORDANELLE","UT10204","24h",42,0.935,"homogeneous","GLO",1.95,FALSE,"auto",NA,"GEV",2.654,0.704,TRUE,167.9,73.7,167.9,56.1,TRUE
"BOR JORDANELLE","UT10204","72h",42,0.858,"homogeneous","GLO",0.236,TRUE,"auto",NA,"GEV",4.1,3.864,FALSE,231.1,101.5,231.1,56.1,FALSE
"CLINTON DAM","KS00026","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CLINTON DAM","KS00026","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MISSISSINEWA LAKE DAM","IN03004","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MISSISSINEWA LAKE DAM","IN03004","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NORMAN","OK02504","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"NORMAN","OK02504","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CASTAIC","CA00044","24h",48,-0.614,"homogeneous","GNO",0.195,TRUE,"auto",NA,"GEV",1.245,1.05,FALSE,392.9,224.8,623.1,101.4,FALSE
"CASTAIC","CA00044","72h",50,-1.742,"homogeneous","PE3",0.088,TRUE,"auto",NA,"GNO",2.593,2.505,FALSE,529,361.7,1042.3,128.7,FALSE
"SEVIER BRIDGE","UT00272","24h",46,0.715,"homogeneous","GLO",1.569,TRUE,"auto",NA,"GEV",2.385,0.816,FALSE,174.8,69.5,174.8,60.2,FALSE
"SEVIER BRIDGE","UT00272","72h",46,0.903,"homogeneous","GEV",1.4,TRUE,"auto",NA,"GNO",2.435,1.035,FALSE,160.6,92.7,236.3,89.4,FALSE
"MELVERN DAM","KS00007","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MELVERN DAM","KS00007","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"INDIAN VALLEY","CA01107","24h",36,-0.35,"homogeneous","GNO",0.181,TRUE,"auto",NA,"GEV",0.558,0.377,TRUE,402.6,245.1,598.8,87.9,FALSE
"INDIAN VALLEY","CA01107","72h",36,0.385,"homogeneous","GNO",0.241,TRUE,"auto",NA,"GEV",0.75,0.509,FALSE,816.9,484.8,1273.1,96.5,FALSE
"HILLS CREEK","OR00014","24h",37,0.722,"homogeneous","GNO",0.112,TRUE,"auto",NA,"GEV",0.734,0.622,FALSE,241.4,147.7,365.3,90.2,FALSE
"HILLS CREEK","OR00014","72h",36,0.992,"homogeneous","GLO",0.493,TRUE,"auto",NA,"GEV",3.189,2.696,FALSE,522.7,222.5,522.7,57.4,FALSE
"TYGART DAM","WV09101","24h",48,0.46,"homogeneous","GLO",0.8,TRUE,"auto",NA,"GEV",2.207,1.407,FALSE,391.9,155.2,391.9,60.4,FALSE
"TYGART DAM","WV09101","72h",50,-0.292,"homogeneous","GEV",0.637,TRUE,"auto",NA,"GNO",1.508,0.871,FALSE,285.5,172.8,414.5,84.7,FALSE
"CONEMAUGH DAM","PA00101","24h",34,-1.092,"homogeneous","GEV",0.681,TRUE,"auto",NA,"GNO",1.654,0.973,FALSE,276.4,156.2,399.6,88.1,FALSE
"CONEMAUGH DAM","PA00101","72h",35,-0.069,"homogeneous","GNO",0.333,TRUE,"auto",NA,"GEV",0.565,0.232,TRUE,288.3,179.3,441.1,90.8,FALSE
"CHATFIELD DAM","CO01281","24h",29,0.352,"homogeneous","GEV",1.168,TRUE,"auto",NA,"GLO",1.354,0.186,TRUE,202.4,114.5,299,91.1,FALSE
"CHATFIELD DAM","CO01281","72h",30,-1.012,"homogeneous","GLO",1.254,TRUE,"auto",NA,"GEV",2.017,0.763,FALSE,317.2,128.9,317.2,59.4,FALSE
"JOHN T MONTFORD DAM","TX06464","24h",42,-0.57,"homogeneous","GEV",0.664,TRUE,"auto",NA,"GNO",2.158,1.494,FALSE,371.2,200.8,545.3,92.8,FALSE
"JOHN T MONTFORD DAM","TX06464","72h",44,0.574,"homogeneous","GEV",0.011,TRUE,"auto",NA,"GNO",1.252,1.241,FALSE,411.5,228.4,613,93.4,FALSE
"TRENTON DAM","NE01078","24h",28,0.798,"homogeneous","GEV",1.103,TRUE,"auto",NA,"GNO",2.032,0.929,FALSE,270.7,153,400.7,91.5,FALSE
"TRENTON DAM","NE01078","72h",30,0.854,"homogeneous","GEV",1.331,TRUE,"auto",NA,"GNO",2.001,0.67,FALSE,268,159.8,398.6,89.1,FALSE
"SHENANGO DAM","PA00111","24h",9,-0.707,"homogeneous","GLO",0.196,TRUE,"auto",NA,"GEV",1.561,1.365,FALSE,313.2,130.4,313.2,58.4,FALSE
"SHENANGO DAM","PA00111","72h",9,0.69,"homogeneous","GLO",0.839,TRUE,"auto",NA,"GEV",0.881,0.042,TRUE,362.5,157.1,362.5,56.7,FALSE
"BLACKFOOT","ID00204","24h",47,0.577,"homogeneous","GEV",1.514,TRUE,"auto",NA,"GNO",2.227,0.713,FALSE,104.5,64.2,153.2,85.2,FALSE
"BLACKFOOT","ID00204","72h",47,0.861,"homogeneous","GEV",0.529,TRUE,"auto",NA,"GNO",1.177,0.648,FALSE,140,87.5,204.7,83.7,FALSE
"SOONER","OK11103","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SOONER","OK11103","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BONNY","CO01300","24h",31,-1.793,"homogeneous","GEV",1.36,TRUE,"auto",NA,"GNO",2.226,0.866,FALSE,230.3,132.2,342.4,91.3,FALSE
"BONNY","CO01300","72h",32,0.003,"homogeneous","GEV",0.398,TRUE,"auto",NA,"GNO",0.846,0.448,TRUE,225.1,138,336.3,88.1,FALSE
"COUNCIL GROVE LAKE","KS00001","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"COUNCIL GROVE LAKE","KS00001","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"OTSEGO LAKE DAM","NY00361","24h",5,-1.464,"homogeneous","PE3",0.423,TRUE,"auto",NA,"GNO",1.128,0.705,FALSE,322.8,223.3,578.2,109.9,FALSE
"OTSEGO LAKE DAM","NY00361","72h",5,-1.981,"homogeneous","GEV",0.104,TRUE,"auto",NA,"GNO",0.301,0.197,TRUE,619.7,335,902.7,91.6,FALSE
"OHIO RIVER LOCKS & DAM 52","KY03041","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"OHIO RIVER LOCKS & DAM 52","KY03041","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"COPAN LAKE","OK21489","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"COPAN LAKE","OK21489","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NIMROD","AR00158","24h",5,0.446,"homogeneous","GLO",0.095,TRUE,"auto",NA,"GEV",0.77,0.675,FALSE,657,254,657,61.3,FALSE
"NIMROD","AR00158","72h",5,-1.092,"homogeneous","GLO",0.215,TRUE,"auto",NA,"GEV",0.61,0.395,TRUE,860.6,333.3,860.6,61.3,FALSE
"ROUGH RIVER LAKE DAM","KY03012","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ROUGH RIVER LAKE DAM","KY03012","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"P2B HOOKERS PRAIRIE","FL11067","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"P2B HOOKERS PRAIRIE","FL11067","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PALMETTO BEND DAM","TX04779","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PALMETTO BEND DAM","TX04779","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MILLERS FERRY LOCK,DAM & POWERHOUSE","AL01435","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MILLERS FERRY LOCK,DAM & POWERHOUSE","AL01435","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"THE DALLES LOCK AND DAM","OR00002","24h",48,0.94,"homogeneous","GLO",1.831,FALSE,"auto",NA,"GEV",1.921,0.09,TRUE,435.7,172.3,435.7,60.5,TRUE
"THE DALLES LOCK AND DAM","OR00002","72h",48,0.991,"homogeneous","GLO",1.673,FALSE,"auto",NA,"GEV",2.395,0.722,TRUE,671.8,272.8,671.8,59.4,TRUE
"CLARK CANYON","MT00569","24h",47,0.591,"homogeneous","GLO",2.077,FALSE,"auto",NA,"GEV",2.962,0.885,TRUE,153.1,63.9,153.1,58.3,TRUE
"CLARK CANYON","MT00569","72h",42,0.761,"homogeneous","GNO",2.465,FALSE,"auto",NA,"GEV",2.501,0.036,TRUE,117.7,74.2,162.9,75.3,TRUE
"MEDINA LAKE DAM","TX01787","24h",13,0.505,"homogeneous","GEV",0.95,TRUE,"auto",NA,"GLO",1.004,0.054,TRUE,427.3,237.1,634.1,92.9,FALSE
"MEDINA LAKE DAM","TX01787","72h",13,0.49,"homogeneous","GEV",0.555,TRUE,"auto",NA,"GNO",1.186,0.631,FALSE,564.4,306,838.9,94.4,FALSE
"DEER LAKE","MN00076","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"DEER LAKE","MN00076","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NAVARRO MILLS LAKE","TX00009","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"NAVARRO MILLS LAKE","TX00009","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BLACK LAKE BAYOU RESERVOIR","LA00386","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BLACK LAKE BAYOU RESERVOIR","LA00386","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"TORONTO LAKE","KS00011","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TORONTO LAKE","KS00011","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PHILPOTT DAM","VA08901","24h",44,1.003,"acceptably homogeneous (H1 in [1,2))","GEV",1.026,TRUE,"auto",NA,"GNO",2.081,1.055,FALSE,281,163.8,409.2,87.3,FALSE
"PHILPOTT DAM","VA08901","72h",39,0.909,"homogeneous","GEV",1.121,TRUE,"auto",NA,"GNO",2.094,0.973,FALSE,342.2,202.6,498.3,86.4,FALSE
"LAKE BISTINEAU","LA00002","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAKE BISTINEAU","LA00002","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BARDWELL LAKE","TX00001","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BARDWELL LAKE","TX00001","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NEW HOGAN DAM","CA10109","24h",50,0.808,"homogeneous","GEV",0.267,TRUE,"auto",NA,"GNO",1.442,1.175,FALSE,392.3,224.3,578,90.2,FALSE
"NEW HOGAN DAM","CA10109","72h",48,0.597,"homogeneous","GEV",0.086,TRUE,"auto",NA,"GNO",1.268,1.182,FALSE,715.8,397,1062.4,93,FALSE
"CONOWINGO","MD00097","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CONOWINGO","MD00097","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LUCKY PEAK LAKE","ID00288","24h",38,0.881,"homogeneous","GEV",1.321,TRUE,"auto",NA,"GNO",2.268,0.947,FALSE,118.2,69.1,173.3,88.2,FALSE
"LUCKY PEAK LAKE","ID00288","72h",44,0.619,"homogeneous","GEV",0.863,TRUE,"auto",NA,"GNO",1.447,0.584,FALSE,157.2,98.6,230.3,83.8,FALSE
"HOLTER DAM","MT00559","24h",47,0.863,"homogeneous","GNO",0.356,TRUE,"auto",NA,"GEV",0.821,0.465,TRUE,150.5,89.6,234.1,96,FALSE
"HOLTER DAM","MT00559","72h",46,0.823,"homogeneous","GEV",1.44,TRUE,"auto",NA,"GNO",2.408,0.968,FALSE,207.4,119.1,307.7,91,FALSE
"W. KERR SCOTT DAM","NC00300","24h",40,0.814,"homogeneous","GEV",0.41,TRUE,"auto",NA,"GNO",0.861,0.451,TRUE,406.2,225.6,590.2,89.8,FALSE
