"site","site_id","duration","dist","Z","absZ","acceptable"
"HARRIMAN","VT00025","72h","pe3",-1.013,1.013,TRUE
"HARRIMAN","VT00025","72h","glo",1.054,1.054,TRUE
"HARRIMAN","VT00025","72h","gpa",-2.175,2.175,FALSE
"BOR PINEVIEW","UT10132","24h","gev",-1.199,1.199,TRUE
"BOR PINEVIEW","UT10132","24h","gno",-1.908,1.908,FALSE
"BOR PINEVIEW","UT10132","24h","glo",2.845,2.845,FALSE
"BOR PINEVIEW","UT10132","24h","pe3",-3.539,3.539,FALSE
"BOR PINEVIEW","UT10132","24h","gpa",-10.357,10.357,FALSE
"BOR PINEVIEW","UT10132","72h","glo",1.328,1.328,TRUE
"BOR PINEVIEW","UT10132","72h","gev",-3.066,3.066,FALSE
"BOR PINEVIEW","UT10132","72h","gno",-3.483,3.483,FALSE
"BOR PINEVIEW","UT10132","72h","pe3",-4.774,4.774,FALSE
"BOR PINEVIEW","UT10132","72h","gpa",-12.699,12.699,FALSE
"TOM MILLER DAM","TX01086","24h","gev",-0.234,0.234,TRUE
"TOM MILLER DAM","TX01086","24h","gno",-0.601,0.601,TRUE
"TOM MILLER DAM","TX01086","24h","glo",0.987,0.987,TRUE
"TOM MILLER DAM","TX01086","24h","pe3",-1.317,1.317,TRUE
"TOM MILLER DAM","TX01086","24h","gpa",-3.13,3.13,FALSE
"TOM MILLER DAM","TX01086","72h","gev",-0.173,0.173,TRUE
"TOM MILLER DAM","TX01086","72h","gno",-0.657,0.657,TRUE
"TOM MILLER DAM","TX01086","72h","glo",0.792,0.792,TRUE
"TOM MILLER DAM","TX01086","72h","pe3",-1.531,1.531,TRUE
"TOM MILLER DAM","TX01086","72h","gpa",-2.616,2.616,FALSE
"ANTERO","CO00351","24h","gev",-1.238,1.238,TRUE
"ANTERO","CO00351","24h","glo",2.037,2.037,FALSE
"ANTERO","CO00351","24h","gno",-2.075,2.075,FALSE
"ANTERO","CO00351","24h","pe3",-3.777,3.777,FALSE
"ANTERO","CO00351","24h","gpa",-8.883,8.883,FALSE
"ANTERO","CO00351","72h","gev",-1.367,1.367,TRUE
"ANTERO","CO00351","72h","glo",1.57,1.57,TRUE
"ANTERO","CO00351","72h","gno",-2.316,2.316,FALSE
"ANTERO","CO00351","72h","pe3",-4.142,4.142,FALSE
"ANTERO","CO00351","72h","gpa",-8.39,8.39,FALSE
"MASON DAM","OR00577","24h","glo",1.893,1.893,FALSE
"MASON DAM","OR00577","24h","gev",-2.098,2.098,FALSE
"MASON DAM","OR00577","24h","gno",-3.218,3.218,FALSE
"MASON DAM","OR00577","24h","pe3",-5.44,5.44,FALSE
"MASON DAM","OR00577","24h","gpa",-11.499,11.499,FALSE
"MASON DAM","OR00577","72h","gev",-1.18,1.18,TRUE
"MASON DAM","OR00577","72h","gno",-2.112,2.112,FALSE
"MASON DAM","OR00577","72h","glo",3.195,3.195,FALSE
"MASON DAM","OR00577","72h","pe3",-4.112,4.112,FALSE
"MASON DAM","OR00577","72h","gpa",-11.234,11.234,FALSE
"POINT OF ROCKS","CO00384","24h","gev",-1.528,1.528,TRUE
"POINT OF ROCKS","CO00384","24h","glo",1.806,1.806,FALSE
"POINT OF ROCKS","CO00384","24h","gno",-2.553,2.553,FALSE
"POINT OF ROCKS","CO00384","24h","pe3",-4.545,4.545,FALSE
"POINT OF ROCKS","CO00384","24h","gpa",-9.456,9.456,FALSE
"POINT OF ROCKS","CO00384","72h","gev",-1.149,1.149,TRUE
"POINT OF ROCKS","CO00384","72h","gno",-1.71,1.71,FALSE
"POINT OF ROCKS","CO00384","72h","glo",3.159,3.159,FALSE
"POINT OF ROCKS","CO00384","72h","pe3",-3.179,3.179,FALSE
"POINT OF ROCKS","CO00384","72h","gpa",-10.734,10.734,FALSE
"POTOMAC RIVER DAM #4","MD00078","24h","gev",-0.563,0.563,TRUE
"POTOMAC RIVER DAM #4","MD00078","24h","gno",-1.686,1.686,FALSE
"POTOMAC RIVER DAM #4","MD00078","24h","glo",2.014,2.014,FALSE
"POTOMAC RIVER DAM #4","MD00078","24h","pe3",-3.744,3.744,FALSE
"POTOMAC RIVER DAM #4","MD00078","24h","gpa",-6.956,6.956,FALSE
"POTOMAC RIVER DAM #4","MD00078","72h","gno",-0.111,0.111,TRUE
"POTOMAC RIVER DAM #4","MD00078","72h","gev",0.845,0.845,TRUE
"POTOMAC RIVER DAM #4","MD00078","72h","pe3",-1.971,1.971,FALSE
"POTOMAC RIVER DAM #4","MD00078","72h","glo",3.958,3.958,FALSE
"POTOMAC RIVER DAM #4","MD00078","72h","gpa",-6.555,6.555,FALSE
"LAKE SHERBURNE","MT00572","24h","glo",0.842,0.842,TRUE
"LAKE SHERBURNE","MT00572","24h","gev",-2.445,2.445,FALSE
"LAKE SHERBURNE","MT00572","24h","gno",-3.218,3.218,FALSE
"LAKE SHERBURNE","MT00572","24h","pe3",-4.825,4.825,FALSE
"LAKE SHERBURNE","MT00572","24h","gpa",-10.06,10.06,FALSE
"LAKE SHERBURNE","MT00572","72h","gev",-1.25,1.25,TRUE
"LAKE SHERBURNE","MT00572","72h","glo",1.871,1.871,FALSE
"LAKE SHERBURNE","MT00572","72h","gno",-1.946,1.946,FALSE
"LAKE SHERBURNE","MT00572","72h","pe3",-3.416,3.416,FALSE
"LAKE SHERBURNE","MT00572","72h","gpa",-8.449,8.449,FALSE
"DEL VALLE","CA00043","24h","gev",0.212,0.212,TRUE
"DEL VALLE","CA00043","24h","gno",-0.592,0.592,TRUE
"DEL VALLE","CA00043","24h","pe3",-2.223,2.223,FALSE
"DEL VALLE","CA00043","24h","glo",3.337,3.337,FALSE
"DEL VALLE","CA00043","24h","gpa",-7.087,7.087,FALSE
"DEL VALLE","CA00043","72h","gev",-0.681,0.681,TRUE
"DEL VALLE","CA00043","72h","gno",-1.591,1.591,TRUE
"DEL VALLE","CA00043","72h","glo",2.107,2.107,FALSE
"DEL VALLE","CA00043","72h","pe3",-3.336,3.336,FALSE
"DEL VALLE","CA00043","72h","gpa",-7.355,7.355,FALSE
"BURTON","GA00847","24h","gev",-0.336,0.336,TRUE
"BURTON","GA00847","24h","gno",-1.391,1.391,TRUE
"BURTON","GA00847","24h","glo",3.423,3.423,FALSE
"BURTON","GA00847","24h","pe3",-3.483,3.483,FALSE
"BURTON","GA00847","24h","gpa",-9.191,9.191,FALSE
"BURTON","GA00847","72h","gev",-0.953,0.953,TRUE
"BURTON","GA00847","72h","gno",-1.968,1.968,FALSE
"BURTON","GA00847","72h","glo",2.735,2.735,FALSE
"BURTON","GA00847","72h","pe3",-3.991,3.991,FALSE
"BURTON","GA00847","72h","gpa",-9.623,9.623,FALSE
"BYNUM RESERVOIR DAM","MT01356","24h","gno",-0.528,0.528,TRUE
"BYNUM RESERVOIR DAM","MT01356","24h","gev",0.753,0.753,TRUE
"BYNUM RESERVOIR DAM","MT01356","24h","pe3",-2.991,2.991,FALSE
"BYNUM RESERVOIR DAM","MT01356","24h","glo",4.721,4.721,FALSE
"BYNUM RESERVOIR DAM","MT01356","24h","gpa",-8.732,8.732,FALSE
"BYNUM RESERVOIR DAM","MT01356","72h","gev",-0.587,0.587,TRUE
"BYNUM RESERVOIR DAM","MT01356","72h","gno",-1.782,1.782,FALSE
"BYNUM RESERVOIR DAM","MT01356","72h","glo",3.321,3.321,FALSE
"BYNUM RESERVOIR DAM","MT01356","72h","pe3",-4.107,4.107,FALSE
"BYNUM RESERVOIR DAM","MT01356","72h","gpa",-9.875,9.875,FALSE
"LONG LAKE NWR 7","ND00990","24h","gev",0.018,0.018,TRUE
"LONG LAKE NWR 7","ND00990","24h","gno",-0.825,0.825,TRUE
"LONG LAKE NWR 7","ND00990","24h","pe3",-2.65,2.65,FALSE
"LONG LAKE NWR 7","ND00990","24h","glo",4.08,4.08,FALSE
"LONG LAKE NWR 7","ND00990","24h","gpa",-9.298,9.298,FALSE
"LONG LAKE NWR 7","ND00990","72h","gev",-1.376,1.376,TRUE
"LONG LAKE NWR 7","ND00990","72h","gno",-1.884,1.884,FALSE
"LONG LAKE NWR 7","ND00990","72h","glo",2.972,2.972,FALSE
"LONG LAKE NWR 7","ND00990","72h","pe3",-3.289,3.289,FALSE
"LONG LAKE NWR 7","ND00990","72h","gpa",-10.996,10.996,FALSE
"MUD MOUNTAIN DAM","WA00300","24h","gev",-1.6,1.6,TRUE
"MUD MOUNTAIN DAM","WA00300","24h","glo",2.234,2.234,FALSE
"MUD MOUNTAIN DAM","WA00300","24h","gno",-2.442,2.442,FALSE
"MUD MOUNTAIN DAM","WA00300","24h","pe3",-4.231,4.231,FALSE
"MUD MOUNTAIN DAM","WA00300","24h","gpa",-10.432,10.432,FALSE
"MUD MOUNTAIN DAM","WA00300","72h","glo",0.982,0.982,TRUE
"MUD MOUNTAIN DAM","WA00300","72h","gev",-2.981,2.981,FALSE
"MUD MOUNTAIN DAM","WA00300","72h","gno",-3.576,3.576,FALSE
"MUD MOUNTAIN DAM","WA00300","72h","pe3",-5.034,5.034,FALSE
"MUD MOUNTAIN DAM","WA00300","72h","gpa",-11.868,11.868,FALSE
"BUCKS LAKE","CA00332","24h","gev",-0.513,0.513,TRUE
"BUCKS LAKE","CA00332","24h","gno",-1.454,1.454,TRUE
"BUCKS LAKE","CA00332","24h","pe3",-3.551,3.551,FALSE
"BUCKS LAKE","CA00332","24h","glo",4.424,4.424,FALSE
"BUCKS LAKE","CA00332","24h","gpa",-11.761,11.761,FALSE
"BUCKS LAKE","CA00332","72h","gev",-1.359,1.359,TRUE
"BUCKS LAKE","CA00332","72h","gno",-2.577,2.577,FALSE
"BUCKS LAKE","CA00332","72h","glo",2.601,2.601,FALSE
"BUCKS LAKE","CA00332","72h","pe3",-4.942,4.942,FALSE
"BUCKS LAKE","CA00332","72h","gpa",-10.776,10.776,FALSE
"LONG LAKE","WA00021","24h","gev",-0.941,0.941,TRUE
"LONG LAKE","WA00021","24h","gno",-2.048,2.048,FALSE
"LONG LAKE","WA00021","24h","glo",3.547,3.547,FALSE
"LONG LAKE","WA00021","24h","pe3",-4.319,4.319,FALSE
"LONG LAKE","WA00021","24h","gpa",-11.382,11.382,FALSE
"LONG LAKE","WA00021","72h","gev",-2.139,2.139,FALSE
"LONG LAKE","WA00021","72h","gno",-2.615,2.615,FALSE
"LONG LAKE","WA00021","72h","glo",3.361,3.361,FALSE
"LONG LAKE","WA00021","72h","pe3",-4.17,4.17,FALSE
"LONG LAKE","WA00021","72h","gpa",-14.153,14.153,FALSE
"GRAHAM DAM","TX03945","24h","pe3",-0.35,0.35,TRUE
"GRAHAM DAM","TX03945","24h","gno",0.526,0.526,TRUE
"GRAHAM DAM","TX03945","24h","gev",0.961,0.961,TRUE
"GRAHAM DAM","TX03945","24h","glo",2.616,2.616,FALSE
"GRAHAM DAM","TX03945","24h","gpa",-2.913,2.913,FALSE
"GRAHAM DAM","TX03945","72h","glo",0.688,0.688,TRUE
"GRAHAM DAM","TX03945","72h","gev",-1.012,1.012,TRUE
"GRAHAM DAM","TX03945","72h","gno",-1.228,1.228,TRUE
"GRAHAM DAM","TX03945","72h","pe3",-1.801,1.801,FALSE
"GRAHAM DAM","TX03945","72h","gpa",-4.79,4.79,FALSE
"CABINET GORGE","ID00222","24h","glo",1.636,1.636,TRUE
"CABINET GORGE","ID00222","24h","gev",-2.581,2.581,FALSE
"CABINET GORGE","ID00222","24h","gno",-3.249,3.249,FALSE
"CABINET GORGE","ID00222","24h","pe3",-4.848,4.848,FALSE
"CABINET GORGE","ID00222","24h","gpa",-12.07,12.07,FALSE
"CABINET GORGE","ID00222","72h","gev",-1.704,1.704,FALSE
"CABINET GORGE","ID00222","72h","gno",-2.24,2.24,FALSE
"CABINET GORGE","ID00222","72h","glo",2.802,2.802,FALSE
"CABINET GORGE","ID00222","72h","pe3",-3.707,3.707,FALSE
"CABINET GORGE","ID00222","72h","gpa",-11.683,11.683,FALSE
"EAST BRANCH DAM","PA00104","24h","glo",0.198,0.198,TRUE
"EAST BRANCH DAM","PA00104","24h","gev",-1.698,1.698,FALSE
"EAST BRANCH DAM","PA00104","24h","gno",-2.212,2.212,FALSE
"EAST BRANCH DAM","PA00104","24h","pe3",-3.24,3.24,FALSE
"EAST BRANCH DAM","PA00104","24h","gpa",-6.148,6.148,FALSE
"EAST BRANCH DAM","PA00104","72h","glo",0.546,0.546,TRUE
"EAST BRANCH DAM","PA00104","72h","gev",-1.665,1.665,FALSE
"EAST BRANCH DAM","PA00104","72h","gno",-2.196,2.196,FALSE
"EAST BRANCH DAM","PA00104","72h","pe3",-3.294,3.294,FALSE
"EAST BRANCH DAM","PA00104","72h","gpa",-6.796,6.796,FALSE
"NEW RIVER","AZ00202","24h","gev",-2.197,2.197,FALSE
"NEW RIVER","AZ00202","24h","glo",2.437,2.437,FALSE
"NEW RIVER","AZ00202","24h","gno",-3.182,3.182,FALSE
"NEW RIVER","AZ00202","24h","pe3",-5.296,5.296,FALSE
"NEW RIVER","AZ00202","24h","gpa",-12.843,12.843,FALSE
"NEW RIVER","AZ00202","72h","gev",-0.161,0.161,TRUE
"NEW RIVER","AZ00202","72h","gno",-1.317,1.317,TRUE
"NEW RIVER","AZ00202","72h","pe3",-3.681,3.681,FALSE
"NEW RIVER","AZ00202","72h","glo",4.485,4.485,FALSE
"NEW RIVER","AZ00202","72h","gpa",-10.98,10.98,FALSE
"FORT SUPPLY LAKE","OK10318","24h","gev",-0.946,0.946,TRUE
"FORT SUPPLY LAKE","OK10318","24h","gno",-1.925,1.925,FALSE
"FORT SUPPLY LAKE","OK10318","24h","glo",3.865,3.865,FALSE
"FORT SUPPLY LAKE","OK10318","24h","pe3",-4.058,4.058,FALSE
"FORT SUPPLY LAKE","OK10318","24h","gpa",-11.962,11.962,FALSE
"FORT SUPPLY LAKE","OK10318","72h","glo",2.103,2.103,FALSE
"FORT SUPPLY LAKE","OK10318","72h","gev",-2.948,2.948,FALSE
"FORT SUPPLY LAKE","OK10318","72h","gno",-3.637,3.637,FALSE
"FORT SUPPLY LAKE","OK10318","72h","pe3",-5.4,5.4,FALSE
"FORT SUPPLY LAKE","OK10318","72h","gpa",-14.213,14.213,FALSE
"WINNIES REEF DAM","NY00712","24h","gno",0.04,0.04,TRUE
"WINNIES REEF DAM","NY00712","24h","gev",0.475,0.475,TRUE
"WINNIES REEF DAM","NY00712","24h","pe3",-0.779,0.779,TRUE
"WINNIES REEF DAM","NY00712","24h","glo",1.688,1.688,FALSE
"WINNIES REEF DAM","NY00712","24h","gpa",-2.459,2.459,FALSE
"WINNIES REEF DAM","NY00712","72h","gev",-0.246,0.246,TRUE
"WINNIES REEF DAM","NY00712","72h","gno",-0.692,0.692,TRUE
"WINNIES REEF DAM","NY00712","72h","glo",0.793,0.793,TRUE
"WINNIES REEF DAM","NY00712","72h","pe3",-1.511,1.511,TRUE
"WINNIES REEF DAM","NY00712","72h","gpa",-2.818,2.818,FALSE
"GREENBELT DAM","TX03698","24h","glo",1.81,1.81,FALSE
"GREENBELT DAM","TX03698","24h","gev",-2.265,2.265,FALSE
"GREENBELT DAM","TX03698","24h","gno",-3.441,3.441,FALSE
"GREENBELT DAM","TX03698","24h","pe3",-5.758,5.758,FALSE
"GREENBELT DAM","TX03698","24h","gpa",-11.89,11.89,FALSE
"GREENBELT DAM","TX03698","72h","gev",-1.604,1.604,TRUE
"GREENBELT DAM","TX03698","72h","gno",-2.451,2.451,FALSE
"GREENBELT DAM","TX03698","72h","glo",3.532,3.532,FALSE
"GREENBELT DAM","TX03698","72h","pe3",-4.448,4.448,FALSE
"GREENBELT DAM","TX03698","72h","gpa",-13.188,13.188,FALSE
"RIRIE","ID00344","24h","gev",-2.056,2.056,FALSE
"RIRIE","ID00344","24h","glo",2.475,2.475,FALSE
"RIRIE","ID00344","24h","gno",-2.924,2.924,FALSE
"RIRIE","ID00344","24h","pe3",-4.855,4.855,FALSE
"RIRIE","ID00344","24h","gpa",-12.382,12.382,FALSE
"RIRIE","ID00344","72h","gev",-1.801,1.801,FALSE
"RIRIE","ID00344","72h","gno",-2.399,2.399,FALSE
"RIRIE","ID00344","72h","glo",2.664,2.664,FALSE
"RIRIE","ID00344","72h","pe3",-3.942,3.942,FALSE
"RIRIE","ID00344","72h","gpa",-11.747,11.747,FALSE
"WHEATLAND NO. 3","WY00011","24h","glo",0.782,0.782,TRUE
"WHEATLAND NO. 3","WY00011","24h","gev",-2.482,2.482,FALSE
"WHEATLAND NO. 3","WY00011","24h","gno",-3.397,3.397,FALSE
"WHEATLAND NO. 3","WY00011","24h","pe3",-5.214,5.214,FALSE
"WHEATLAND NO. 3","WY00011","24h","gpa",-10.168,10.168,FALSE
"WHEATLAND NO. 3","WY00011","72h","glo",1.631,1.631,TRUE
"WHEATLAND NO. 3","WY00011","72h","gev",-1.931,1.931,FALSE
"WHEATLAND NO. 3","WY00011","72h","gno",-2.699,2.699,FALSE
"WHEATLAND NO. 3","WY00011","72h","pe3",-4.34,4.34,FALSE
"WHEATLAND NO. 3","WY00011","72h","gpa",-10.126,10.126,FALSE
"DEADMANS BASIN DAM","MT00011","24h","gev",0.053,0.053,TRUE
"DEADMANS BASIN DAM","MT00011","24h","gno",-1.316,1.316,TRUE
"DEADMANS BASIN DAM","MT00011","24h","pe3",-3.947,3.947,FALSE
"DEADMANS BASIN DAM","MT00011","24h","glo",4.284,4.284,FALSE
"DEADMANS BASIN DAM","MT00011","24h","gpa",-10.065,10.065,FALSE
"DEADMANS BASIN DAM","MT00011","72h","gev",0.382,0.382,TRUE
"DEADMANS BASIN DAM","MT00011","72h","gno",-0.692,0.692,TRUE
"DEADMANS BASIN DAM","MT00011","72h","pe3",-2.951,2.951,FALSE
"DEADMANS BASIN DAM","MT00011","72h","glo",5.11,5.11,FALSE
"DEADMANS BASIN DAM","MT00011","72h","gpa",-10.54,10.54,FALSE
"BOX CANYON DAM","WA00013","24h","gev",-1.094,1.094,TRUE
"BOX CANYON DAM","WA00013","24h","gno",-1.841,1.841,FALSE
"BOX CANYON DAM","WA00013","24h","glo",2.751,2.751,FALSE
"BOX CANYON DAM","WA00013","24h","pe3",-3.494,3.494,FALSE
"BOX CANYON DAM","WA00013","24h","gpa",-9.868,9.868,FALSE
"BOX CANYON DAM","WA00013","72h","gev",-1.888,1.888,FALSE
"BOX CANYON DAM","WA00013","72h","gno",-2.35,2.35,FALSE
"BOX CANYON DAM","WA00013","72h","glo",2.363,2.363,FALSE
"BOX CANYON DAM","WA00013","72h","pe3",-3.677,3.677,FALSE
"BOX CANYON DAM","WA00013","72h","gpa",-11.263,11.263,FALSE
"ENDERS DAM","NE01070","24h","gev",-1.607,1.607,TRUE
"ENDERS DAM","NE01070","24h","glo",1.754,1.754,FALSE
"ENDERS DAM","NE01070","24h","gno",-2.573,2.573,FALSE
"ENDERS DAM","NE01070","24h","pe3",-4.479,4.479,FALSE
"ENDERS DAM","NE01070","24h","gpa",-9.543,9.543,FALSE
"ENDERS DAM","NE01070","72h","gev",-1.349,1.349,TRUE
"ENDERS DAM","NE01070","72h","gno",-1.826,1.826,FALSE
"ENDERS DAM","NE01070","72h","glo",2.884,2.884,FALSE
"ENDERS DAM","NE01070","72h","pe3",-3.169,3.169,FALSE
"ENDERS DAM","NE01070","72h","gpa",-10.7,10.7,FALSE
"EAGLE NEST DAM","NM00351","24h","gev",0.265,0.265,TRUE
"EAGLE NEST DAM","NM00351","24h","gno",-0.841,0.841,TRUE
"EAGLE NEST DAM","NM00351","24h","pe3",-3.024,3.024,FALSE
"EAGLE NEST DAM","NM00351","24h","glo",4.134,4.134,FALSE
"EAGLE NEST DAM","NM00351","24h","gpa",-8.866,8.866,FALSE
"EAGLE NEST DAM","NM00351","72h","gev",0.16,0.16,TRUE
"EAGLE NEST DAM","NM00351","72h","gno",-0.783,0.783,TRUE
"EAGLE NEST DAM","NM00351","72h","pe3",-2.773,2.773,FALSE
"EAGLE NEST DAM","NM00351","72h","glo",4.371,4.371,FALSE
"EAGLE NEST DAM","NM00351","72h","gpa",-9.557,9.557,FALSE
"MORAINE STATE PARK","PA00273","24h","glo",0.438,0.438,TRUE
"MORAINE STATE PARK","PA00273","24h","gev",-1.578,1.578,TRUE
"MORAINE STATE PARK","PA00273","24h","gno",-2.298,2.298,FALSE
"MORAINE STATE PARK","PA00273","24h","pe3",-3.657,3.657,FALSE
"MORAINE STATE PARK","PA00273","24h","gpa",-6.454,6.454,FALSE
"MORAINE STATE PARK","PA00273","72h","gev",0.188,0.188,TRUE
"MORAINE STATE PARK","PA00273","72h","gno",-0.405,0.405,TRUE
"MORAINE STATE PARK","PA00273","72h","pe3",-1.659,1.659,FALSE
"MORAINE STATE PARK","PA00273","72h","glo",2.854,2.854,FALSE
"MORAINE STATE PARK","PA00273","72h","gpa",-5.96,5.96,FALSE
"BEARDSLEY","CA00263","24h","gev",-0.017,0.017,TRUE
"BEARDSLEY","CA00263","24h","gno",-1.068,1.068,TRUE
"BEARDSLEY","CA00263","24h","pe3",-3.162,3.162,FALSE
"BEARDSLEY","CA00263","24h","glo",3.784,3.784,FALSE
"BEARDSLEY","CA00263","24h","gpa",-8.958,8.958,FALSE
"BEARDSLEY","CA00263","72h","gev",0.344,0.344,TRUE
"BEARDSLEY","CA00263","72h","gno",-0.878,0.878,TRUE
"BEARDSLEY","CA00263","72h","pe3",-3.192,3.192,FALSE
"BEARDSLEY","CA00263","72h","glo",3.843,3.843,FALSE
"BEARDSLEY","CA00263","72h","gpa",-8.097,8.097,FALSE
"CALAVERAS CREEK DAM","TX01448","24h","gev",-0.469,0.469,TRUE
"CALAVERAS CREEK DAM","TX01448","24h","gno",-0.931,0.931,TRUE
"CALAVERAS CREEK DAM","TX01448","24h","glo",1.11,1.11,TRUE
"CALAVERAS CREEK DAM","TX01448","24h","pe3",-1.839,1.839,FALSE
"CALAVERAS CREEK DAM","TX01448","24h","gpa",-4.203,4.203,FALSE
"CALAVERAS CREEK DAM","TX01448","72h","gev",-0.517,0.517,TRUE
"CALAVERAS CREEK DAM","TX01448","72h","gno",-0.991,0.991,TRUE
"CALAVERAS CREEK DAM","TX01448","72h","glo",1.025,1.025,TRUE
"CALAVERAS CREEK DAM","TX01448","72h","pe3",-1.912,1.912,FALSE
"CALAVERAS CREEK DAM","TX01448","72h","gpa",-4.186,4.186,FALSE
"WILLIAMS FORK MAIN","CO00717","24h","glo",-1.203,1.203,TRUE
"WILLIAMS FORK MAIN","CO00717","24h","gev",-3.184,3.184,FALSE
"WILLIAMS FORK MAIN","CO00717","24h","gno",-4.328,4.328,FALSE
"WILLIAMS FORK MAIN","CO00717","24h","pe3",-6.364,6.364,FALSE
"WILLIAMS FORK MAIN","CO00717","24h","gpa",-8.317,8.317,FALSE
"WILLIAMS FORK MAIN","CO00717","72h","glo",-1.667,1.667,FALSE
"WILLIAMS FORK MAIN","CO00717","72h","gev",-3.156,3.156,FALSE
"WILLIAMS FORK MAIN","CO00717","72h","gno",-4.319,4.319,FALSE
"WILLIAMS FORK MAIN","CO00717","72h","pe3",-6.357,6.357,FALSE
"WILLIAMS FORK MAIN","CO00717","72h","gpa",-7.236,7.236,FALSE
"BEAR VALLEY","CA00757","24h","gev",0.411,0.411,TRUE
"BEAR VALLEY","CA00757","24h","gno",-0.794,0.794,TRUE
"BEAR VALLEY","CA00757","24h","pe3",-3.117,3.117,FALSE
"BEAR VALLEY","CA00757","24h","glo",4.19,4.19,FALSE
"BEAR VALLEY","CA00757","24h","gpa",-8.61,8.61,FALSE
"BEAR VALLEY","CA00757","72h","gno",1.241,1.241,TRUE
"BEAR VALLEY","CA00757","72h","pe3",-1.606,1.606,TRUE
"BEAR VALLEY","CA00757","72h","gev",2.802,2.802,FALSE
"BEAR VALLEY","CA00757","72h","gpa",-5.806,5.806,FALSE
"BEAR VALLEY","CA00757","72h","glo",6.253,6.253,FALSE
"GILBOA DAM","NY00176","24h","pe3",0.404,0.404,TRUE
"GILBOA DAM","NY00176","24h","gno",1.092,1.092,TRUE
"GILBOA DAM","NY00176","24h","gev",1.438,1.438,TRUE
"GILBOA DAM","NY00176","24h","gpa",-1.483,1.483,TRUE
"GILBOA DAM","NY00176","24h","glo",2.679,2.679,FALSE
"GILBOA DAM","NY00176","72h","gev",0.094,0.094,TRUE
"GILBOA DAM","NY00176","72h","gno",-0.304,0.304,TRUE
"GILBOA DAM","NY00176","72h","glo",1.013,1.013,TRUE
"GILBOA DAM","NY00176","72h","pe3",-1.034,1.034,TRUE
"GILBOA DAM","NY00176","72h","gpa",-2.184,2.184,FALSE
"WILD HORSE DAM","NV10119","24h","gev",-1.63,1.63,TRUE
"WILD HORSE DAM","NV10119","24h","gno",-2.144,2.144,FALSE
"WILD HORSE DAM","NV10119","24h","glo",2.53,2.53,FALSE
"WILD HORSE DAM","NV10119","24h","pe3",-3.525,3.525,FALSE
"WILD HORSE DAM","NV10119","24h","gpa",-10.859,10.859,FALSE
"WILD HORSE DAM","NV10119","72h","glo",2.142,2.142,FALSE
"WILD HORSE DAM","NV10119","72h","gev",-2.171,2.171,FALSE
"WILD HORSE DAM","NV10119","72h","gno",-2.63,2.63,FALSE
"WILD HORSE DAM","NV10119","72h","pe3",-3.964,3.964,FALSE
"WILD HORSE DAM","NV10119","72h","gpa",-11.671,11.671,FALSE
"MINIDOKA","ID00275","24h","gev",-1.287,1.287,TRUE
"MINIDOKA","ID00275","24h","gno",-2.189,2.189,FALSE
"MINIDOKA","ID00275","24h","glo",3.231,3.231,FALSE
"MINIDOKA","ID00275","24h","pe3",-4.166,4.166,FALSE
"MINIDOKA","ID00275","24h","gpa",-11.617,11.617,FALSE
"MINIDOKA","ID00275","72h","gno",0.212,0.212,TRUE
"MINIDOKA","ID00275","72h","gev",1.139,1.139,TRUE
"MINIDOKA","ID00275","72h","pe3",-1.93,1.93,FALSE
"MINIDOKA","ID00275","72h","glo",6.501,6.501,FALSE
"MINIDOKA","ID00275","72h","gpa",-10.993,10.993,FALSE
"LAKE FRANCES NORTH DAM","MT01484","24h","gev",0.307,0.307,TRUE
"LAKE FRANCES NORTH DAM","MT01484","24h","gno",-0.929,0.929,TRUE
"LAKE FRANCES NORTH DAM","MT01484","24h","pe3",-3.337,3.337,FALSE
"LAKE FRANCES NORTH DAM","MT01484","24h","glo",4.373,4.373,FALSE
"LAKE FRANCES NORTH DAM","MT01484","24h","gpa",-9.351,9.351,FALSE
"LAKE FRANCES NORTH DAM","MT01484","72h","gev",0.053,0.053,TRUE
"LAKE FRANCES NORTH DAM","MT01484","72h","gno",-1.346,1.346,TRUE
"LAKE FRANCES NORTH DAM","MT01484","72h","pe3",-3.998,3.998,FALSE
"LAKE FRANCES NORTH DAM","MT01484","72h","glo",4.059,4.059,FALSE
"LAKE FRANCES NORTH DAM","MT01484","72h","gpa",-9.61,9.61,FALSE
"BOUNDARY","WA00009","24h","gev",-0.444,0.444,TRUE
"BOUNDARY","WA00009","24h","gno",-1.157,1.157,TRUE
"BOUNDARY","WA00009","24h","pe3",-2.721,2.721,FALSE
"BOUNDARY","WA00009","24h","glo",3.143,3.143,FALSE
"BOUNDARY","WA00009","24h","gpa",-8.643,8.643,FALSE
"BOUNDARY","WA00009","72h","glo",1.728,1.728,FALSE
"BOUNDARY","WA00009","72h","gev",-1.948,1.948,FALSE
"BOUNDARY","WA00009","72h","gno",-2.438,2.438,FALSE
"BOUNDARY","WA00009","72h","pe3",-3.705,3.705,FALSE
"BOUNDARY","WA00009","72h","gpa",-10.137,10.137,FALSE
"LEESVILLE","VA14301","24h","glo",1.629,1.629,TRUE
"LEESVILLE","VA14301","24h","gev",-2.087,2.087,FALSE
"LEESVILLE","VA14301","24h","gno",-3.055,3.055,FALSE
"LEESVILLE","VA14301","24h","pe3",-5.012,5.012,FALSE
